Gene	UniProt annotation	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	INT_ma1	INT_ma2	INT_ma3	LIV_ma1	LIV_ma2	LIV_ma3
Smp_115450	Elongator complex protein 5	75.16029637	0.199405709	0.373185682	0.53433376	0.593110639	0.776929106	81.66022603	70.39129204	54.26547057	99.03471029	86.23295156	59.37712775
Smp_116360	C2H2-type domain-containing protein	34.02588378	0.44015759	0.488132576	0.901717303	0.367207059	0.592428314	37.65172098	28.15651682	16.69706787	52.89353845	42.36662403	26.38983456
Smp_117340	G_PROTEIN_RECEP_F1_2 domain-containing protein	1.38863943	-1.094420839	1.86639977	-0.586380719	0.557619698	NA	1.466950168	0	4.174266967	2.25078887	0	0.439830576
Smp_117390	DNL-type domain-containing protein	29.9111238	-0.061596719	0.468543745	-0.131464179	0.895408121	0.951973237	36.6737542	18.77101121	33.39413574	31.51104418	24.37018196	34.7466155
Smp_118040	Putative neuropeptide receptor	16.36344352	0.943834795	0.636206965	1.483534206	0.137932535	0.333923408	6.845767451	14.07825841	16.69706787	15.19282487	22.49555258	22.87118995
Smp_118220	 UBIQUITIN_CONJUGAT_2 domain-containing protein	64.57504151	-0.582049765	0.353687862	-1.645659429	0.099833896	0.273821872	81.17124264	75.08404484	75.13680541	54.5816301	56.61380733	44.86271874
Smp_118710	CARD domain-containing protein	0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_118750		52.4548486	-0.424525315	0.404225341	-1.050219448	0.29361723	0.525405134	56.72207317	70.39129204	54.26547057	49.51735514	54.36425207	29.46864859
Smp_118780	2-aminoethanethiol dioxygenase	39.66275458	-0.979191016	0.405108131	-2.417110253	0.015644278	0.077729945	47.92037216	61.00578643	50.0912036	27.00946644	25.12003372	26.82966513
Smp_118830	F-actin-capping protein subunit alpha	112.5633578	0.033464328	0.327323352	0.102236298	0.918569117	0.963820495	102.6865118	103.2405617	129.402276	139.5489099	101.9798384	98.52204901
Smp_119110	Cadherin domain-containing protein	17.78038591	0.745450936	0.610434348	1.221181179	0.222017429	0.446071715	12.71356812	28.15651682	0	21.94519148	20.99584908	22.87118995
Smp_119310	Putative 26s protease regulatory subunit	169.6769511	0.144648196	0.323123069	0.447656665	0.654401001	0.815540922	173.5891032	93.85505605	212.8876153	172.7480458	173.2157549	191.7661311
Smp_119920	Ribosomal protein S9, putative	375.7081181	-1.204494515	0.328133337	-3.670747161	0.000241842	0.002841233	642.5241736	642.9071339	283.8501538	207.6352733	217.8319342	259.5000398
Smp_119980	Translocation protein SEC62	36.05310495	-0.087606886	0.492667657	-0.177821468	0.858863187	0.934261807	56.72207317	28.15651682	20.87133484	41.07689688	45.74095691	23.7508511
Smp_120020	Transposase domain-containing protein	0.073305096	-1.542995121	4.051464091	-0.380848771	0.703315467	NA	0	0	0	0	0	0.439830576
Smp_120070	Putative short chain dehydrogenase	14.33428965	0.253495728	0.66114037	0.383421947	0.701406933	0.845429948	9.779667788	18.77101121	12.5228009	23.63328314	11.62270217	9.67627267
Smp_120080	Nitrilase-related	81.27776089	0.707383149	0.425016193	1.664367524	0.096039006	0.26745	40.58562132	42.23477522	108.5309411	103.536288	123.7255392	69.05340042
Smp_120320	Spliceosome-associated protein, putative	71.13793836	-0.773977804	0.42947338	-1.802155479	0.071520947	0.222616767	54.27715622	93.85505605	125.228009	77.0895188	38.99229114	37.38559895
Smp_120350	WD_REPEATS_REGION domain-containing protein	41.99497598	1.393890644	0.459331748	3.034605487	0.002408505	0.018803512	19.55933558	28.15651682	25.0456018	63.58478558	43.49140166	72.13221445
Smp_120360	Helicase, putative	37.00737315	-0.152592576	0.481240361	-0.317081833	0.75118151	0.873022353	51.83223927	23.46376401	37.5684027	46.14117184	42.36662403	20.67203707
Smp_120380	Testis specific leucine rich repeat protein,putative	28.8370151	1.615461966	0.589282582	2.741404577	0.006117713	0.039257239	12.71356812	23.46376401	8.348533934	18.56900818	50.98991918	58.93729717
Smp_120640	RRM domain-containing protein	118.4111216	-0.067524431	0.338484933	-0.199490211	0.8418793	0.92601302	88.99497687	122.0115729	158.6221447	127.7322684	95.23117259	117.8745943
Smp_120670	Venom allergen-like (VAL) 5 protein	775.7953333	-2.121683052	0.309252942	-6.860672166	6.85E-12	4.30E-10	1596.041783	1426.596852	759.716588	328.0524778	287.943073	256.4212258
Smp_120700	 ADF-H domain-containing protein	99.49284609	-0.839700725	0.345273878	-2.431984517	0.015016349	0.075666453	145.71705	84.46955045	150.2736108	59.64590506	87.35772919	69.493231
Smp_120920	C-CAP/cofactor C-like domain-containing protein	51.5209391	0.65851477	0.397044061	1.65854331	0.097207853	0.268638066	39.60765454	51.62028083	29.21986877	69.21175776	64.48725073	54.97882199
Smp_120960	Ribonuclease pH related	1.216986851	1.259294292	1.817325465	0.69293823	0.488348317	NA	0.977966779	0	0	1.125394435	2.999407011	2.19915288
Smp_121130	Mitochondrial carrier protein, putative	80.69457042	-1.045674909	0.437056078	-2.392541741	0.016732125	0.081476099	83.12717619	103.2405617	141.9250769	63.02208836	70.86099063	21.9915288
Smp_121140	MSS51_C domain-containing protein	22.68577732	1.533799249	0.615452502	2.492148859	0.012697281	0.067568521	14.66950168	0	16.69706787	50.64274958	32.99347712	21.11186764
Smp_121160	Mitochondrial carrier protein, putative	8.660903153	-0.014264887	0.762700327	-0.018703135	0.985077927	0.993475206	11.24661796	9.385505605	4.174266967	10.12854992	10.87285041	6.157628063
Smp_121190	Voltage-gated potassium channel,putative	3.172334541	0.864680172	1.449380805	0.596585914	0.550783878	0.745716654	0	9.385505605	0	2.25078887	2.999407011	4.398305759
Smp_121230	Interleukin 18	34.77709362	0.809584385	0.488946824	1.655771845	0.097768032	0.269627626	37.16273759	23.46376401	8.348533934	47.82926349	46.11588279	45.7423799
Smp_121320	Cilia- and flagella-associated protein 299	28.54711875	0.479916061	0.476590982	1.006976798	0.313945924	0.545245446	26.40510303	14.07825841	29.21986877	30.38564975	33.36840299	37.82542953
Smp_121390	 USE1-like protein	8.495684975	0.784824621	0.795487176	0.986596195	0.323840636	0.553275869	8.312717619	0	8.348533934	12.37933879	10.49792454	11.43559497
Smp_121420	Glycylpeptide N-tetradecanoyltransferase	70.50138211	-0.038333387	0.353906099	-0.108315136	0.913745717	0.962189044	68.9466579	75.08404484	70.96253844	81.59109654	67.48665774	58.93729717
Smp_121430	Proteasome subunit beta	79.58506975	-0.751048219	0.355974824	-2.109835213	0.034872552	0.137256437	105.6204121	126.7043257	66.78827147	58.52051062	69.736213	50.14068566
Smp_121460	Suppressor protein SRP40-like	8.262136591	1.765391338	0.881756834	2.002129465	0.045270809	0.165703505	4.889833894	4.692752803	0	18.00631096	12.7474798	9.236442094
Smp_121580	TIR domain-containing protein	17.07898121	-0.110518316	0.577281586	-0.191446113	0.848176095	0.928752824	21.02628574	14.07825841	16.69706787	11.25394435	18.74629382	20.67203707
Smp_121600	G protein-coupled receptor	123.7224025	-1.918770192	0.390651577	-4.911717516	9.03E-07	2.08E-05	105.6204121	197.0956177	288.0244207	38.26341079	49.1152898	64.21526408
Smp_121610	Histone-lysine N-trimethyltransferase SMYD5	24.15814109	0.296419488	0.554850826	0.53423276	0.593180506	0.776929106	36.18477081	14.07825841	8.348533934	30.94834696	28.11944073	27.26949571
Smp_121640	General transcription factor IIF subunit 2	47.38523989	0.177259134	0.417897534	0.424168892	0.671442646	0.826924286	54.27715622	37.54202242	37.5684027	63.02208836	38.24243939	53.65933026
Smp_121660	Prohormone-4	55.0193357	-0.864445671	0.462254371	-1.870064891	0.061474807	0.202449666	81.17124264	89.16230325	41.74266967	28.13486088	24.37018196	65.53475581
Smp_121780	Serine/threonine kinase	63.83760974	0.289094698	0.450064242	0.642340963	0.520651823	0.722968287	27.38306981	65.69853924	87.65960631	56.26972175	58.48843671	87.52628461
Smp_121790	Putative 50s ribosomal protein L13	131.6637783	-0.791629937	0.321019915	-2.465983886	0.013663748	0.070685689	162.8314687	192.4028649	146.0993438	113.1021407	103.8544677	71.69238388
Smp_121800	Replication protein A subunit	51.53214928	-0.596516516	0.400362658	-1.489940445	0.136239896	0.33151708	50.8542725	75.08404484	62.61400451	52.33084123	32.24362537	36.06610723
Smp_121810	Protein SHQ1 homolog	10.05962341	0.867209825	0.751271045	1.154323505	0.248367564	0.474459262	9.779667788	9.385505605	0	14.63012766	14.2471833	12.31525613
Smp_121920	Putative vesicular amine transporter	29.01640837	0.468084791	0.478228617	0.978788751	0.327684369	0.556190818	26.89408642	28.15651682	16.69706787	29.82295253	30.74392186	41.78390471
Smp_121930	Bax inhibitor 1-related	0.287969755	-1.732462794	3.675414297	-0.471365309	0.637379885	NA	0.977966779	0	0	0	0.749851753	0
Smp_121940	FERM domain-containing protein	28.79107912	-0.658945673	0.467599514	-1.409209492	0.158773232	0.364146663	28.36103658	37.54202242	41.74266967	26.44676922	20.6209232	18.03305361
Smp_121950	Arrestin_C domain-containing protein	244.0940312	-0.059535739	0.294930987	-0.201863288	0.840023603	0.92481912	311.482419	206.4811233	221.2361493	272.9081505	216.7071565	235.7491887
Smp_121990	Glycerol-3-phosphate dehydrogenase	339.3146425	-1.412033151	0.280355872	-5.036574193	4.74E-07	1.15E-05	382.3850105	567.8230891	534.3061718	163.1821931	191.5871228	196.6042674
Smp_122020	Putative bucentaur	0.429013126	0.903060359	3.096600304	0.291629616	0.770569829	NA	0	0	0	0	0.374925876	2.19915288
Smp_122030	Sh3-containing grb2-like protein 1 (Endophilin II)	42.09192968	-0.466687314	0.467388246	-0.998500322	0.318036809	0.548979867	30.31697014	28.15651682	91.83387328	33.19913583	35.61795825	33.42712377
Smp_122050	(Dihydro)ceramide Synthase (LAG1)	73.97212364	0.064278315	0.403785047	0.159189438	0.873519625	0.940966479	106.1093955	61.00578643	41.74266967	96.78392142	75.73502702	62.45594178
Smp_122170	Apple domain-containing protein	0.09378287	-1.542995121	4.051464091	-0.380848771	0.703315467	NA	0	0	0	0.562697218	0	0
Smp_122190		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_122280	Secreted protein	1.027261778	-1.446662358	2.099952953	-0.688902271	0.49088477	NA	0.488983389	0	4.174266967	1.125394435	0.374925876	0
Smp_122340	Kelch-like protein	12.06842517	0.684334941	0.69409695	0.98593567	0.324164682	0.553489995	12.22458473	4.692752803	8.348533934	21.38249427	11.24777629	14.51440901
Smp_122370	Zinc finger protein, putative	151.9815495	0.530080456	0.374603396	1.415044448	0.157055464	0.361616005	168.6992693	70.39129204	125.228009	128.2949656	172.0909772	247.1847837
Smp_122490	39S ribosomal protein L32, mitochondrial	34.58949909	0.905270432	0.49693074	1.821723551	0.068496943	0.216814717	34.22883726	23.46376401	8.348533934	58.52051062	38.99229114	43.98305759
Smp_122500		19.65067206	-0.408309859	0.536055782	-0.761692855	0.446243341	0.66358808	29.33900336	18.77101121	16.69706787	15.19282487	19.87107145	18.03305361
Smp_122630	MEG-1 family	0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_122680	Putative oligophrenin	43.22556935	0.86777656	0.423502299	2.049048049	0.040457417	0.152829189	27.87205319	28.15651682	37.5684027	55.70702454	62.98754723	47.06187162
Smp_122730	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	47.94416492	0.882554922	0.431003014	2.047676913	0.040591667	0.153133141	40.09663793	23.46376401	33.39413574	81.59109654	60.73799197	48.38136335
Smp_122780	leucine--tRNA ligase	17.25985348	0.51043729	0.604372783	0.844573589	0.398348961	0.622106139	12.22458473	28.15651682	4.174266967	18.00631096	17.24659031	23.7508511
Smp_122790	Expressed conserved protein	65.58528847	-0.170098606	0.361755014	-0.470203865	0.638209373	0.803584489	62.10089045	56.31303363	91.83387328	57.39511619	65.61202836	60.2567889
Smp_122800	Putative lupus la ribonucleoprotein	128.4643926	0.772784745	0.338340672	2.284043301	0.022368986	0.09966276	103.6644785	51.62028083	125.228009	176.1242291	161.9679786	152.1813793
Smp_122810	Putative spfh domain / Band 7 family protein	412.7921611	-3.876433871	0.457728209	-8.468855078	2.48E-17	4.92E-15	201.9501398	999.5563469	1118.703547	43.32768575	47.24066042	65.97458639
Smp_122820	Protein FAM166B	96.11548557	-0.910321371	0.341717435	-2.663959397	0.007722688	0.046515854	88.99497687	154.8608425	137.7508099	66.39827167	67.11173187	61.57628063
Smp_122840	Eukaryotic translation initiation factor 5	886.4425617	-1.377614723	0.271073376	-5.082073147	3.73E-07	9.25E-06	1298.250899	976.0925829	1565.350113	471.5402683	451.0358292	556.3856785
Smp_122890	Putative wd-repeat protein	48.67487272	-0.093402272	0.410219111	-0.227688739	0.819888228	0.915859973	45.9644386	51.62028083	54.26547057	60.20860228	33.36840299	46.62204105
Smp_122900	Putative beta-arrestin 1	60.45469353	-0.556380437	0.391969805	-1.419447186	0.155768684	0.359931717	52.32122266	84.46955045	83.48533934	39.38880523	42.36662403	60.69661948
Smp_122910	non-specific serine/threonine protein kinase	27.09591488	1.080602661	0.506814194	2.132147585	0.032994716	0.132428509	17.11441863	18.77101121	16.69706787	28.69755809	35.99288413	45.30254932
Smp_122920	Putative pou Transcription factor	30.19121303	0.485668435	0.521494822	0.931300588	0.351698098	0.577553058	38.62968776	9.385505605	20.87133484	35.4499247	28.86929248	47.94153278
Smp_122930	Acyl-CoA dehydrogenase	51.47187563	-0.210917927	0.411186475	-0.512949573	0.607986595	0.786966709	53.29918944	32.84926962	79.31107237	60.77129949	38.61736526	43.98305759
Smp_122940	ubiquitinyl hydrolase 1	0.665312685	0.202460781	2.481174448	0.081598769	0.93496578	NA	0.977966779	0	0	0	0.374925876	2.638983456
Smp_122950	SH2 domain-containing protein	38.23106393	-0.253232931	0.457727885	-0.553239029	0.580099745	0.766974171	50.8542725	42.23477522	29.21986877	23.63328314	33.74332887	49.70085508
Smp_122960	Ubiquitin-specific peptidase 30 (C19 family)	28.63774049	0.367104265	0.523774753	0.700881941	0.483376696	0.695974437	19.07035219	46.92752803	12.5228009	37.70071357	34.49318062	21.11186764
Smp_122980	Kelch-like protein	26.70883857	0.617359098	0.558040893	1.106297235	0.268597888	0.49849947	10.75763457	42.23477522	16.69706787	32.63643862	23.62033021	34.30678492
Smp_123000	Putative sno and ski oncogene family	45.77121558	0.990774129	0.420621355	2.355501255	0.018497735	0.086756024	28.36103658	18.77101121	45.91693664	60.20860228	61.11291784	60.2567889
Smp_123010	Putative cationic amino acid transporter	5.871563301	2.247779637	1.060381946	2.119783013	0.034024349	0.135356039	1.955933558	0	4.174266967	11.25394435	11.24777629	6.597458639
Smp_123020	Run domain Beclin-1-interacting and cysteine-rich domain-containing protein	25.91735574	0.950268408	0.524826142	1.810634669	0.070197422	0.220020617	17.60340202	18.77101121	16.69706787	34.32453027	23.24540433	44.86271874
Smp_123030	Putative centaurin alpha	15.2152673	-0.51257951	0.626267362	-0.818467544	0.413090267	0.634683211	15.64746846	9.385505605	29.21986877	13.50473322	16.49673856	7.037289215
Smp_123040	RING-type domain-containing protein	34.61931373	0.327403041	0.460377004	0.71116289	0.476983302	0.69037695	36.6737542	18.77101121	33.39413574	43.89038297	29.24421836	45.7423799
Smp_123050	Putative regulator of G protein signaling 17, 19, 20 (Rgs17, 19, 20)	88.63249286	-0.475955704	0.352890727	-1.34873395	0.177422437	0.389353811	87.5280267	107.9333145	116.8794751	60.20860228	63.3624731	95.88306555
Smp_123060	Rgpr-related	91.93500649	0.438595849	0.331561119	1.322820511	0.185895074	0.400522424	78.72632569	84.46955045	70.96253844	108.600563	114.7273182	94.12374325
Smp_123070	Ribonuclease P protein component 4	106.1529457	-0.474019324	0.330601887	-1.433807075	0.151627325	0.353928102	123.2238141	164.2463481	83.48533934	92.28234368	89.23235857	84.44747058
Smp_123090	Venom allergen-like (VAL) 19 protein	0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_123100		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_123120	G_PROTEIN_RECEP_F1_2 domain-containing protein	23.53892688	0.404809842	0.551034413	0.734636226	0.46256107	0.676959235	26.40510303	18.77101121	12.5228009	20.81979705	21.37077495	41.34407414
Smp_123130	Integrator complex subunit 4	9.614191259	1.599649686	0.806289253	1.983965035	0.047259738	0.171075969	6.845767451	4.692752803	0	15.75552209	14.99703505	15.39407016
Smp_123165	Putative dynactin P62 subunit	68.19995075	0.128071447	0.349554915	0.366384341	0.714078303	0.852645651	63.56784062	65.69853924	66.78827147	74.27603271	66.73680599	72.13221445
Smp_123180	HECT-type E3 ubiquitin transferase	116.8457132	-0.945783733	0.336720324	-2.808810949	0.004972484	0.033309791	117.3560135	206.4811233	141.9250769	93.40773811	74.61024939	67.29407812
Smp_123190	ADP-ribosylation factor-like protein 2-binding protein	41.2595274	-0.662519923	0.446028254	-1.48537658	0.137444096	0.33350298	36.6737542	51.62028083	66.78827147	20.81979705	40.86692052	30.78814031
Smp_123200		0.146610192	-0.68130849	4.01290887	-0.169779208	0.865183779	NA	0	0	0	0	0	0.879661152
Smp_123210	Myotubularin-related protein	16.1624296	0.5643389	0.647275095	0.871868707	0.383280007	0.607493137	10.26865118	14.07825841	16.69706787	15.75552209	29.61914423	10.55593382
Smp_123220	Autophagy-related protein 28	0.343836255	0.543404499	3.376993733	0.160913683	0.872161385	NA	0	0	0	1.688091653	0.374925876	0
Smp_123230	Dynein axonemal assembly factor 1 homolog	19.43678738	1.203659346	0.697608056	1.725409183	0.084453758	0.246352303	10.26865118	9.385505605	16.69706787	9.003155481	20.24599732	51.02034681
Smp_123240		109.5291188	0.088370671	0.378983388	0.233178219	0.815623018	0.913365176	132.5144985	131.3970785	50.0912036	136.7354239	85.48309981	120.9534084
Smp_123260	Putative ubiquitin 1	16.58665697	0.906708624	0.706315413	1.283716323	0.199241231	0.418644445	9.779667788	4.692752803	20.87133484	37.13801636	19.12121969	7.916950367
Smp_123270		60.02980855	-0.715633	0.379856843	-1.883954477	0.059571133	0.197822447	87.03904331	84.46955045	50.0912036	51.76814401	49.86514155	36.94576838
Smp_123280	Transport proetin (Smap-4-related)	37.75876996	0.302916456	0.451098059	0.67150911	0.501896258	0.708779091	35.69578742	14.07825841	50.0912036	47.26656627	34.11825475	45.30254932
Smp_123290	cGMP-dependent protein kinase	116.4221495	-0.226694675	0.340740483	-0.665300091	0.505858572	0.711316771	94.37379415	154.8608425	133.5765429	81.59109654	110.9780594	123.1525613
Smp_123300	Putative follistatin	36.50395939	-0.043024582	0.458157756	-0.093907789	0.925182406	0.966978787	25.91611964	56.31303363	33.39413574	37.70071357	26.9946631	38.70509068
Smp_123320	Putative helicase	29.05296194	1.048182204	0.496744193	2.110104593	0.034849348	0.137256437	22.9822193	9.385505605	20.87133484	36.01262192	47.24066042	37.82542953
Smp_123330	WD_REPEATS_REGION domain-containing protein	54.00230133	-0.254313572	0.428332642	-0.593729142	0.552693288	0.746923002	59.6559735	70.39129204	45.91693664	72.02524384	46.11588279	29.90847916
Smp_123340	DUF5577 domain-containing protein	28.80877504	1.602308818	0.595984862	2.6885059	0.007177257	0.044101403	24.93815286	4.692752803	4.174266967	37.13801636	46.49080867	55.41865257
Smp_123360	Serine-rich repeat protein 2, putative	1.717145739	0.620104685	1.621199417	0.382497476	0.702092401	0.845492945	0.488983389	0	4.174266967	2.25078887	0.749851753	2.638983456
Smp_123370	Metacaspase 2, putative	5.107710005	-1.200889746	1.076262856	-1.11579596	0.264509484	0.493800708	0.977966779	9.385505605	12.5228009	3.376183305	2.624481134	1.759322304
Smp_123390	Requim, req/dpf2, putative	23.73673126	-0.211708866	0.541111946	-0.391247814	0.695614069	0.842012438	17.11441863	37.54202242	25.0456018	20.25709983	13.87225742	28.58898743
Smp_123410	DEAD box ATP-dependent RNA helicase, putative	49.45859694	1.155988147	0.423292059	2.730946924	0.006315264	0.040222723	35.20680404	28.15651682	25.0456018	87.21806872	59.98814022	61.13645005
Smp_123440	Putative fad oxidoreductase	35.79608608	0.722750147	0.497849752	1.45174351	0.146572936	0.346406155	42.54155488	9.385505605	20.87133484	43.32768575	44.99110516	53.65933026
Smp_123450	AAA domain-containing protein	28.70420729	0.440798741	0.508307748	0.867188712	0.38583862	0.609816368	33.25087048	14.07825841	20.87133484	46.14117184	31.49377361	26.38983456
Smp_123460		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_123470	Nalp (Nacht, leucine rich repeat and pyrin domain containing)-related	4.737987279	2.440145004	1.279600906	1.906957859	0.056526045	0.19182437	0.977966779	0	4.174266967	1.688091653	4.874036393	16.71356189
Smp_123480	Putative serine/threonine kinase	13.84795003	-0.910194783	0.617222268	-1.474662904	0.140303194	0.337843129	19.07035219	14.07825841	20.87133484	6.189669393	10.12299866	12.7550867
Smp_123490	Nicotinamide-nucleotide adenylyltransferase	24.81967427	0.656083469	0.498179829	1.316961126	0.187851655	0.403508216	21.02628574	18.77101121	16.69706787	32.63643862	28.11944073	31.66780147
Smp_123500	Putative atp-dependent RNA helicase	60.2050947	0.78622428	0.413057036	1.903427884	0.056984735	0.192323971	62.58987384	23.46376401	37.5684027	73.15063828	86.60787744	77.85001194
Smp_123510	Vacuolar protein sorting-associated protein 16 homolog	23.0538454	0.831077645	0.527836733	1.574497553	0.115372467	0.297612878	20.04831896	18.77101121	8.348533934	33.76183305	29.24421836	28.14915686
Smp_123520	tRNA (uracil(54)-C(5))-methyltransferase	18.80397726	1.610373834	0.654462796	2.460604093	0.013870333	0.071408387	9.779667788	4.692752803	12.5228009	37.70071357	34.49318062	13.63474785
Smp_123530	Rna methyltransferase-related	42.43840777	0.636056497	0.441451667	1.440829304	0.149632913	0.351489193	36.6737542	18.77101121	41.74266967	68.64906054	43.49140166	45.30254932
Smp_123540	Venom allergen-like protein 12	1.217350031	0.110221996	1.91566791	0.05753711	0.954117345	NA	0	0	4.174266967	1.125394435	1.124777629	0.879661152
Smp_123550	Venom allergen-like (VAL) 8 protein	0.875908337	-2.73775887	2.58487438	-1.05914581	0.28953338	NA	0	4.692752803	0	0.562697218	0	0
Smp_123570	BHLH domain-containing protein	36.86602598	0.394410182	0.441210413	0.893927636	0.37136061	0.596908209	32.2729037	46.92752803	16.69706787	39.38880523	42.36662403	43.54322702
Smp_123590		61.95820119	0.443565468	0.384001566	1.155113694	0.248043871	0.474052965	63.56784062	56.31303363	33.39413574	62.45939115	79.48428579	76.53052021
Smp_123600	Putative RNA-binding protein	57.71541441	0.29110537	0.372686431	0.781099997	0.434743684	0.654195161	50.36528911	51.62028083	54.26547057	70.33715219	55.4890297	64.21526408
Smp_123610	non-specific serine/threonine protein kinase	20.48075237	0.580331185	0.560691019	1.0350285	0.300655602	0.532665859	20.04831896	18.77101121	8.348533934	17.44361374	29.24421836	29.02881801
Smp_123620	C85 protease (C85 family)	77.69209106	-0.212129658	0.381035155	-0.556719387	0.577719169	0.765380162	59.6559735	65.69853924	129.402276	79.34030767	60.36306609	71.69238388
Smp_123630	Ubiquitin carboxyl-terminal hydrolase	43.47887263	0.533379826	0.435827483	1.223832474	0.221015431	0.444790952	27.38306981	37.54202242	45.91693664	41.6395941	44.61617929	63.77543351
Smp_123640	G protein-coupled receptor kinase	32.965745	-0.243263766	0.511144934	-0.475919353	0.634131834	0.801738214	21.02628574	70.39129204	20.87133484	26.44676922	34.8681065	24.19068168
Smp_123670	Acid phosphatase-related	36.95130879	-0.306918725	0.446365521	-0.687595057	0.491707822	0.701700335	48.40935555	46.92752803	25.0456018	41.07689688	35.61795825	24.63051225
Smp_123690	tRNA_int_end_N2 domain-containing protein	59.65258072	-0.307770689	0.38052684	-0.808801527	0.418629318	0.639512252	67.47970773	84.46955045	45.91693664	61.89669393	55.4890297	42.66356586
Smp_123710	acetyl-CoA carboxylase	149.4855382	-1.576822841	0.37898411	-4.160656871	3.17E-05	0.000499143	118.3339802	253.4086513	304.7214886	60.20860228	65.23710248	95.0034044
Smp_123720	Putative sodium/solute symporter	12.38090282	0.294908397	0.778504234	0.378814122	0.7048259	0.846699333	10.75763457	18.77101121	4.174266967	20.25709983	17.24659031	3.078814031
Smp_123810	IRF-2BP1_2 domain-containing protein	2.242160319	-0.57073347	1.638496601	-0.348327527	0.727594223	0.860836994	0	9.385505605	0	1.688091653	1.499703505	0.879661152
Smp_123820	Putative serine-rich repeat protein 2	12.57987673	0.730919652	0.694787476	1.052004644	0.292797419	0.524273115	7.82373423	9.385505605	12.5228009	10.12854992	12.7474798	22.87118995
Smp_123830	Putative collagen alpha-1(V) chain	25.45618892	-1.297084669	0.546809805	-2.372094753	0.017687554	0.083880844	22.00425252	51.62028083	37.5684027	11.81664157	21.37077495	8.356780943
Smp_123840	Neurexin-4	3.591548274	-1.301691533	1.135174429	-1.146688561	0.25151036	0.47832331	2.933900336	4.692752803	8.348533934	1.125394435	2.249555258	2.19915288
Smp_123850		0.073305096	-1.542995121	4.051464091	-0.380848771	0.703315467	NA	0	0	0	0	0	0.439830576
Smp_123860	Putative neurexin	2.626053371	-0.748482819	1.334553843	-0.560848723	0.574900668	0.764928901	1.955933558	0	8.348533934	1.688091653	1.124777629	2.638983456
Smp_123870	Synaptobrevin, putative/Pfam:PF00957	125.0353855	-0.99381826	0.304464885	-3.264147388	0.00109794	0.010029421	162.8314687	183.0173593	154.4478778	71.46254663	89.60728445	88.84577634
Smp_123900		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_123910	Putative ift20	21.6371805	0.454052489	0.59615352	0.761636851	0.446276775	0.66358808	14.18051829	4.692752803	37.5684027	18.56900818	18.74629382	36.06610723
Smp_123920	Salivary lipocalin	1.658033804	-4.197236878	3.995511761	-1.05048793	0.293493838	NA	0	9.385505605	0	0.562697218	0	0
Smp_123940	Putative xp-G/rad2 DNA repair endonuclease family	11.26242463	0.392353808	0.70914981	0.553273514	0.580076134	0.766974171	5.867800673	9.385505605	16.69706787	10.69124713	13.49733155	11.43559497
Smp_124000		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_124010	Putative homeobox protein otx	118.3010594	-3.538736862	0.506820224	-6.982232939	2.91E-12	1.95E-10	54.27715622	295.6434266	304.7214886	24.75867757	12.37255392	18.03305361
Smp_124020	Heparan-sulfate 6-O-sulfotransferase	27.55731308	0.075445499	0.497468889	0.151658728	0.879456111	0.944833416	30.31697014	23.46376401	25.0456018	30.38564975	18.74629382	37.38559895
Smp_124030	Protein kinase domain-containing protein	12.13832031	1.377953142	0.70435192	1.956341856	0.050424897	0.177933412	8.801701009	4.692752803	4.174266967	19.1317054	17.99644206	18.03305361
Smp_124050	Venom allergen-like (VAL) 6 protein	16.80425381	0.176537932	0.582959895	0.302830321	0.762019175	0.879949346	22.00425252	9.385505605	12.5228009	18.56900818	19.87107145	18.47288419
Smp_124060	Venom allergen-like (VAL) 13 protein	15.8408316	-2.924372762	0.752989529	-3.883683171	0.000102886	0.001386039	8.801701009	46.92752803	29.21986877	2.813486088	1.124777629	6.157628063
Smp_124070	Venom allergen-like (VAL) 16 protein	5.444021812	0.236473357	0.954210019	0.24782108	0.804272844	0.906717841	8.312717619	4.692752803	0	6.75236661	6.748665774	6.157628063
Smp_124080	Calcium-activated potassium channel subunit beta-2	11.21427651	0.346182267	0.766687944	0.451529555	0.651607929	0.813734605	17.11441863	4.692752803	4.174266967	7.315063828	11.99762804	21.9915288
Smp_124100	DRY_EERY domain-containing protein	30.39276581	0.51651155	0.498410019	1.036318554	0.300053553	0.531967567	29.33900336	9.385505605	33.39413574	41.6395941	25.49495959	43.10339644
Smp_124110	Putative smad nuclear interacting protein	50.55754757	1.221274449	0.42163051	2.896551414	0.003772888	0.026742106	35.20680404	14.07825841	37.5684027	63.02208836	73.86039764	79.60933424
Smp_124120	DNA polymerase epsilon subunit 2	16.27402933	0.604234168	0.624800791	0.967082912	0.333502587	0.561835943	9.779667788	18.77101121	12.5228009	25.88407201	18.37136794	12.31525613
